ScientificName;AphiaID;Trophy;typeMX;source;sourceType;contributor
Cerataulus turgidus;628227;phototroph;NA;RWS;routineMonitoring;Lisa
Ceratium inflatum;109958;phototroph;NA;RWS;routineMonitoring;Lisa
Ceratoneis fasciola;172535;phototroph;NA;RWS;routineMonitoring;Lisa
Ceratoneis gracilis;163938;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros anastomosans;149292;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros armatus;149299;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros atlanticus;149288;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros bulbosum;980583;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros cinctus;149622;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros dichaeta;178215;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros externus;160522;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros neogracile;418510;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros pseudocurvisetus;178229;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros radicans;163112;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros septentrionalis;962003;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros simplex var. calcitrans;163015;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros tortissimus;163161;phototroph;NA;RWS;routineMonitoring;Lisa
Chaetoceros willei;156625;phototroph;NA;RWS;routineMonitoring;Lisa
Chattonella;233776;phototroph;NA;RWS;routineMonitoring;Lisa
Chlamydomonadales;732333;phototroph;NA;RWS;routineMonitoring;Lisa
Chlorophyta;801;phototroph;NA;RWS;routineMonitoring;Lisa
Choanoflagellida;25;phagotroph;NA;RWS;routineMonitoring;Lisa
Coccolithaceae;178597;phototroph;NA;RWS;routineMonitoring;Lisa
Coccolithus pelagicus;178600;phototroph;NA;RWS;routineMonitoring;Lisa
Coelastrum;160550;phototroph;NA;RWS;routineMonitoring;Lisa
Coolia monotis;110130;phototroph;NA;RWS;routineMonitoring;Lisa
Corethron hystrix;179596;phototroph;NA;RWS;routineMonitoring;Lisa
Corymbellus aureus;162519;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscophycidae;148971;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscopsis jonesiana;450730;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscus angstii var. angstii;969435;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscus angustelineatus;964359;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscus curvatulus;149266;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscus lacustris f. lacustris;983570;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscus nodulolineatus;148930;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscus perforatus;149272;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscus perforatus var. pavillardii;179616;phototroph;NA;RWS;routineMonitoring;Lisa
Coscinodiscus rothii;162761;phototroph;NA;RWS;routineMonitoring;Lisa
Crucigenia;178617;phototroph;NA;RWS;routineMonitoring;Lisa
Cryptomonadaceae;17644;phototroph;NA;RWS;routineMonitoring;Lisa
Cyanobacteria;146537;phototroph;NA;RWS;routineMonitoring;Lisa
Cyclotella caspia;163196;phototroph;NA;RWS;routineMonitoring;Lisa
Cyclotella dubia var. dubia;976114;phototroph;NA;RWS;routineMonitoring;Lisa
Cyclotella scaldensis;148906;phototroph;NA;RWS;routineMonitoring;Lisa
Cyclotella striata;148911;phototroph;NA;RWS;routineMonitoring;Lisa
Cylindrotheca;149003;phototroph;NA;RWS;routineMonitoring;Lisa
Cylindrotheca gracilis;149570;phototroph;NA;RWS;routineMonitoring;Lisa
Cymatosira belgica;149012;phototroph;NA;RWS;routineMonitoring;Lisa
Dactylococcopsis;146579;phototroph;NA;RWS;routineMonitoring;Lisa
Desmodesmus bicaudatus;838103;phototroph;NA;RWS;routineMonitoring;Lisa
Desmodesmus lefevrei;612506;phototroph;NA;RWS;routineMonitoring;Lisa
Detonula;149285;phototroph;NA;RWS;routineMonitoring;Lisa
Diploneis bombus;149194;phototroph;NA;RWS;routineMonitoring;Lisa
Diplopelta pusilla;110134;phagotroph;NA;RWS;routineMonitoring;Lisa
Diplopsalis;109515;phagotroph;NA;RWS;routineMonitoring;Lisa
Diplopsalopsis bomba;155560;phagotroph;NA;RWS;routineMonitoring;Lisa
Diplopsalopsis latipeltata;110138;phagotroph;NA;RWS;routineMonitoring;Lisa
Diplopsalopsis orbicularis;110139;phagotroph;NA;RWS;routineMonitoring;Lisa
Dissodinium pseudocalani;110324;phototroph;NA;RWS;routineMonitoring;Lisa
Dolichomastix;134530;phototroph;NA;RWS;routineMonitoring;Lisa
Ebria;118014;phagotroph;NA;RWS;routineMonitoring;Lisa
Ensiculifera;231803;phototroph;NA;RWS;routineMonitoring;Lisa
Entomoneis;156598;phototroph;NA;RWS;routineMonitoring;Lisa
Entomoneis alata;157428;phototroph;NA;RWS;routineMonitoring;Lisa
Eucampia striata;163243;phototroph;NA;RWS;routineMonitoring;Lisa
Euglenaceae;21001;phototroph;NA;RWS;routineMonitoring;Lisa
Euglenoidea;582177;phototroph;NA;RWS;routineMonitoring;Lisa
Eunotogramma dubium;345464;phototroph;NA;RWS;routineMonitoring;Lisa
Eupodiscus sculptus;179377;phototroph;NA;RWS;routineMonitoring;Lisa
Eupodiscus tesselatus;163388;phototroph;NA;RWS;routineMonitoring;Lisa
Eutreptiaceae;17655;phototroph;NA;RWS;routineMonitoring;Lisa
Eutreptiella marina;160556;phototroph;NA;RWS;routineMonitoring;Lisa
Fragilaria islandica;149239;phototroph;NA;RWS;routineMonitoring;Lisa
Fragilaria oblonga;345475;phototroph;NA;RWS;routineMonitoring;Lisa
Fragilaria unipunctata;573470;phototroph;NA;RWS;routineMonitoring;Lisa
Fragilariaceae;148952;phototroph;NA;RWS;routineMonitoring;Lisa
Fragilariopsis;149313;phototroph;NA;RWS;routineMonitoring;Lisa
Gephyrocapsa oceanica;235955;phototroph;NA;RWS;routineMonitoring;Lisa
Gloeodiniales;1308692;phagotroph;NA;RWS;routineMonitoring;Lisa
Gloeotila;577860;phototroph;NA;RWS;routineMonitoring;Lisa
Goniochloris;600926;phototroph;NA;RWS;routineMonitoring;Lisa
Gonyaulax rugosum;110038;phototroph;NA;RWS;routineMonitoring;Lisa
Grammatophora angulosa;149336;phototroph;NA;RWS;routineMonitoring;Lisa
Guinardia blavyana var. blavyana;975336;phototroph;NA;RWS;routineMonitoring;Lisa
Gymnodinium acuminatum;615560;phototroph;NA;RWS;routineMonitoring;Lisa
Gymnodinium elongatum;109791;phagotroph;NA;RWS;routineMonitoring;Lisa
Gymnodinium lantzschii;109807;phototroph;NA;RWS;routineMonitoring;Lisa
Gymnodinium marinum;109811;phagotroph;NA;RWS;routineMonitoring;Lisa
Gyrodinium britannicum;109843;phagotroph;NA;RWS;routineMonitoring;Lisa
Gyrodinium calyptoglyphe;109844;phagotroph;NA;RWS;routineMonitoring;Lisa
Gyrodinium linguliferum;109860;phagotroph;NA;RWS;routineMonitoring;Lisa
Gyrodinium pingue;109872;phagotroph;NA;RWS;routineMonitoring;Lisa
Halosphaeraceae;21004;phototroph;NA;RWS;routineMonitoring;Lisa
Haslea;149210;phototroph;NA;RWS;routineMonitoring;Lisa
Helicotheca;157438;phototroph;NA;RWS;routineMonitoring;Lisa
Herdmania litoralis;109894;phagotroph;NA;RWS;routineMonitoring;Lisa
Heterocapsa lanceolata;233615;phototroph;NA;RWS;routineMonitoring;Lisa
Heterocapsa niei;233620;mixotroph;CM;Loeder et al. 2012;paper;Lisa
Himantidium marinum;180186;phototroph;NA;RWS;routineMonitoring;Lisa
Hobaniella longicruris;1322468;phototroph;NA;RWS;routineMonitoring;Lisa
Islandinium tricingulatum;839791;phagotroph;NA;RWS;routineMonitoring;Lisa
Katodinium asymmetricum;109882;phagotroph;NA;RWS;routineMonitoring;Lisa
Kephyrion ovale;620839;phototroph;NA;RWS;routineMonitoring;Lisa
Khakista;576884;phototroph;NA;RWS;routineMonitoring;Lisa
Lagerheimia;178609;phototroph;NA;RWS;routineMonitoring;Lisa
Lauderia confervacea;163224;phototroph;NA;RWS;routineMonitoring;Lisa
Lauderia mediterranea;163261;phototroph;NA;RWS;routineMonitoring;Lisa
Lauderia pumila;163226;phototroph;NA;RWS;routineMonitoring;Lisa
Lingulodinium polyedra;233592;mixotroph;CM;Leles et al. 2019;review;Lisa
Mediopyxis helysia;345485;phototroph;NA;RWS;routineMonitoring;Lisa
Melosira discigera;635472;phototroph;NA;RWS;routineMonitoring;Lisa
Melosira dubia;149243;phototroph;NA;RWS;routineMonitoring;Lisa
Melosira moniliformis var. octogona;673330;phototroph;NA;RWS;routineMonitoring;Lisa
Melosira westii f. westii;984308;phototroph;NA;RWS;routineMonitoring;Lisa
Meringosphaera;115075;phototroph;NA;RWS;routineMonitoring;Lisa
Micractinium;163478;phototroph;NA;RWS;routineMonitoring;Lisa
Micromonas;134533;mixotroph;CM;Leles et al. 2019;review;Lisa
Microsiphona potamos;163392;phototroph;NA;RWS;routineMonitoring;Lisa
Minutocellus scriptus;573486;phototroph;NA;RWS;routineMonitoring;Lisa
Moelleria cornuta;669542;phototroph;NA;RWS;routineMonitoring;Lisa
Navicula challengeri;573488;phototroph;NA;RWS;routineMonitoring;Lisa
Navicula delognei;180525;phototroph;NA;RWS;routineMonitoring;Lisa
Navicula diploneoides;180536;phototroph;NA;RWS;routineMonitoring;Lisa
Navicula fastuosa;662062;phototroph;NA;RWS;routineMonitoring;Lisa
Navicula hyalinula;180599;phototroph;NA;RWS;routineMonitoring;Lisa
Navicula membranacea;149232;phototroph;NA;RWS;routineMonitoring;Lisa
Nematodinium;109490;phagotroph;NA;RWS;routineMonitoring;Lisa
Nematodinium armatum;109907;phagotroph;NA;RWS;routineMonitoring;Lisa
Nematopsides;547526;phagotroph;NA;RWS;routineMonitoring;Lisa
Nitzschia bilobata;149587;phototroph;NA;RWS;routineMonitoring;Lisa
Nitzschia coarctata;176410;phototroph;NA;RWS;routineMonitoring;Lisa
Nitzschia coarctata var. coarctata;976723;phototroph;NA;RWS;routineMonitoring;Lisa
Nitzschia lorenziana var. incerta;248139;phototroph;NA;RWS;routineMonitoring;Lisa
Nitzschia pellucida;549213;phototroph;NA;RWS;routineMonitoring;Lisa
Nitzschia seriata f. obtusa;175752;phototroph;NA;RWS;routineMonitoring;Lisa
Nitzschia sigma;149213;phototroph;NA;RWS;routineMonitoring;Lisa
Nostocales;146547;phototroph;NA;RWS;routineMonitoring;Lisa
Oblea acanthocysta;656295;phagotroph;NA;RWS;routineMonitoring;Lisa
Odontella;148963;phototroph;NA;RWS;routineMonitoring;Lisa
Odontella mobiliensis;164116;phototroph;NA;RWS;routineMonitoring;Lisa
Odontella obtusa;149662;phototroph;NA;RWS;routineMonitoring;Lisa
Odontella regia;149094;phototroph;NA;RWS;routineMonitoring;Lisa
Oedogonium;577723;phototroph;NA;RWS;routineMonitoring;Lisa
Orthosira angulata;966467;phototroph;NA;RWS;routineMonitoring;Lisa
Orthosira marina;964216;phototroph;NA;RWS;routineMonitoring;Lisa
Oscillatoria;146549;phototroph;NA;RWS;routineMonitoring;Lisa
Oxytoxum mediterraneum;110102;phagotroph;NA;RWS;routineMonitoring;Lisa
Palaeophalacroma;109512;phototroph;NA;RWS;routineMonitoring;Lisa
Paulinella;136779;phototroph;NA;RWS;routineMonitoring;Lisa
Paulinella ovalis;136903;phototroph;NA;RWS;routineMonitoring;Lisa
Paulsenella;109447;phototroph;NA;RWS;routineMonitoring;Lisa
Paulsenella chaetoceratis;109575;phototroph;NA;RWS;routineMonitoring;Lisa
Pediastrum;160561;phototroph;NA;RWS;routineMonitoring;Lisa
Phaeocystaceae;115072;phototroph;NA;RWS;routineMonitoring;Lisa
Pinnularia distans;156568;phototroph;NA;RWS;routineMonitoring;Lisa
Plagiogramma brockmanni var. brockmanni;971564;phototroph;NA;RWS;routineMonitoring;Lisa
Plagiogramma laeve;611851;phototroph;NA;RWS;routineMonitoring;Lisa
Plagiogramma vanheurckii;149352;phototroph;NA;RWS;routineMonitoring;Lisa
Plagiogrammopsis;149056;phototroph;NA;RWS;routineMonitoring;Lisa
Plagiotropis;149516;phototroph;NA;RWS;routineMonitoring;Lisa
Plagiotropis vanheurckii;175705;phototroph;NA;RWS;routineMonitoring;Lisa
Planctonema;162715;phototroph;NA;RWS;routineMonitoring;Lisa
Pleurosigma aestuarii;149506;phototroph;NA;RWS;routineMonitoring;Lisa
Pleurosigma affine;149504;phototroph;NA;RWS;routineMonitoring;Lisa
Pleurosigma angulatum;149183;phototroph;NA;RWS;routineMonitoring;Lisa
Pleurosigma elongatum;149503;phototroph;NA;RWS;routineMonitoring;Lisa
Pleurosigma formosum;156580;phototroph;NA;RWS;routineMonitoring;Lisa
Pleurosigma simonsenii;231884;phototroph;NA;RWS;routineMonitoring;Lisa
Pleurosigma tenuissimum var. tenuissimum;978019;phototroph;NA;RWS;routineMonitoring;Lisa
Podosira;149059;phototroph;NA;RWS;routineMonitoring;Lisa
Podosira stelligera;149060;phototroph;NA;RWS;routineMonitoring;Lisa
Polykrikos;109485;phagotroph;NA;RWS;routineMonitoring;Lisa
Prasinophyceae;17329;phototroph;NA;RWS;routineMonitoring;Lisa
Preperidinium meunierii;109927;phagotroph;NA;RWS;routineMonitoring;Lisa
Preperidinium pseudo-oblea;233565;phagotroph;NA;RWS;routineMonitoring;Lisa
Prorocentrum aporum;110291;phototroph;NA;RWS;routineMonitoring;Lisa
Prorocentrum scutellum;110314;phototroph;NA;RWS;routineMonitoring;Lisa
Protaspa glans;881410;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidiniaceae;109435;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidinium diabolum;172460;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidinium excentricum;110220;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidinium mite;110234;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidinium obtusum;110239;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidinium ovatum;110241;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidinium parthenopes;233050;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidinium subcurvipes;110258;phagotroph;NA;RWS;routineMonitoring;Lisa
Protoperidinium thulesense;232861;phagotroph;NA;RWS;routineMonitoring;Lisa
Prymnesiaceae;115073;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudo-nitzschia americana;478556;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudo-nitzschia australis;246604;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudo-nitzschia fraudulenta;246606;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudo-nitzschia granii;375883;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudo-nitzschia heimii;411764;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudo-nitzschia subpacifica;418222;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudo-nitzschia turgidula;246609;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudogoniochloris tripus;627304;phototroph;NA;RWS;routineMonitoring;Lisa
Pseudopodosira westii;577639;phototroph;NA;RWS;routineMonitoring;Lisa
Pteromonas;172469;phototroph;NA;RWS;routineMonitoring;Lisa
Pterosperma moebii;345882;phototroph;NA;RWS;routineMonitoring;Lisa
Pterosperma parallelum;341609;phototroph;NA;RWS;routineMonitoring;Lisa
Pterosperma undulatum;376084;phototroph;NA;RWS;routineMonitoring;Lisa
Pterosperma vanhoeffenii;345881;phototroph;NA;RWS;routineMonitoring;Lisa
Pterospermataceae;172813;phototroph;NA;RWS;routineMonitoring;Lisa
Pyrocystis;109571;phototroph;NA;RWS;routineMonitoring;Lisa
Pyrocystis hamulus;232259;phototroph;NA;RWS;routineMonitoring;Lisa
Ralfsiella minima;1322474;phototroph;NA;RWS;routineMonitoring;Lisa
Rhabdonema;157072;phototroph;NA;RWS;routineMonitoring;Lisa
Rhabdonema arcuatum;157076;phototroph;NA;RWS;routineMonitoring;Lisa
Rhaphoneis;149065;phototroph;NA;RWS;routineMonitoring;Lisa
Rhaphoneis amphiceros;149066;phototroph;NA;RWS;routineMonitoring;Lisa
Rhaphoneis minutissima;611858;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia delicatula;149114;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia flaccida;160530;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia fragilissima f. fragilissima;985165;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia hebetata f. hiemalis;196794;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia indica;231887;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia phuketensis;573582;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia pungens;149117;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia robusta;149311;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia robusta var. robusta;978230;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia semispina;163348;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia shrubsolei;149165;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia similoides;160531;phototroph;NA;RWS;routineMonitoring;Lisa
Rhizosolenia stolterfothii;149224;phototroph;NA;RWS;routineMonitoring;Lisa
Rhoicosphenia;149391;phototroph;NA;RWS;routineMonitoring;Lisa
Scenedesmaceae;160541;phototroph;NA;RWS;routineMonitoring;Lisa
Scenedesmus acuminatus;162928;phototroph;NA;RWS;routineMonitoring;Lisa
Scenedesmus brevispina;622681;phototroph;NA;RWS;routineMonitoring;Lisa
Scenedesmus quadricauda;596169;phototroph;NA;RWS;routineMonitoring;Lisa
Scrippsiella;109545;mixotroph;CM;Loeder et al. 2012;paper;Lisa
Skeletonema costatum;149074;phototroph;NA;RWS;routineMonitoring;Lisa
Stauroneis membranacea;149316;phototroph;NA;RWS;routineMonitoring;Lisa
Stephanopyxis palmeriana;231888;phototroph;NA;RWS;routineMonitoring;Lisa
Subsilicea fragilarioides;345526;phototroph;NA;RWS;routineMonitoring;Lisa
Syndendrium diadema;163042;phototroph;NA;RWS;routineMonitoring;Lisa
Synedra acus f. acus;985525;phototroph;NA;RWS;routineMonitoring;Lisa
Synedra nitzschioides f. nitzschioides;985570;phototroph;NA;RWS;routineMonitoring;Lisa
Tabellaria;149333;phototroph;NA;RWS;routineMonitoring;Lisa
Tetraëdron;178949;phototroph;NA;RWS;routineMonitoring;Lisa
Tetraselmis;134526;phototroph;NA;RWS;routineMonitoring;Lisa
Tetraselmis marina;376158;phototroph;NA;RWS;routineMonitoring;Lisa
Thalassiosira baltica var. batava;979039;phototroph;NA;RWS;routineMonitoring;Lisa
Thalassiosira fallax;149160;phototroph;NA;RWS;routineMonitoring;Lisa
Thalassiosira hendeyi;148923;phototroph;NA;RWS;routineMonitoring;Lisa
Thalassiosira leptopus;149103;phototroph;NA;RWS;routineMonitoring;Lisa
Thalassiosira rotula;148942;phototroph;NA;RWS;routineMonitoring;Lisa
Thalassiosira subtilis;149101;phototroph;NA;RWS;routineMonitoring;Lisa
Thecadinium;109557;phototroph;NA;RWS;routineMonitoring;Lisa
Thecadinium kofoidii;110273;phototroph;NA;RWS;routineMonitoring;Lisa
Thecadinium yashimaense;376565;phototroph;NA;RWS;routineMonitoring;Lisa
Trachydiscus;601010;phototroph;NA;RWS;routineMonitoring;Lisa
Trachyneis aspera;149147;phototroph;NA;RWS;routineMonitoring;Lisa
Triceratium favus;149170;phototroph;NA;RWS;routineMonitoring;Lisa
Trichodesmium erythraeum;660919;phototroph;NA;RWS;routineMonitoring;Lisa
Trigonium alternans;699394;phototroph;NA;RWS;routineMonitoring;Lisa
Tripodiscus argus;162834;phototroph;NA;RWS;routineMonitoring;Lisa
Tripos furca;840627;mixotroph;CM;Leles et al. 2019;review;Lisa
Tripos lineatus;837459;phototroph;NA;RWS;routineMonitoring;Lisa
Tripos longipes;841259;mixotroph;CM;Leles et al. 2019;review;Lisa
Tripos macroceros;841260;phototroph;NA;RWS;routineMonitoring;Lisa
Tripos minutus;841263;phototroph;NA;RWS;routineMonitoring;Lisa
Tripos pentagonus;841746;phototroph;NA;RWS;routineMonitoring;Lisa
Tropidoneis;149518;phototroph;NA;RWS;routineMonitoring;Lisa
Tropidoneis lepidoptera;149519;phototroph;NA;RWS;routineMonitoring;Lisa
Tryblionella compressa;447746;phototroph;NA;RWS;routineMonitoring;Lisa
Ulothrix;144287;phototroph;NA;RWS;routineMonitoring;Lisa
Vibrio paxillifer;163728;phototroph;NA;RWS;routineMonitoring;Lisa
Warnowia;109491;phagotroph;NA;RWS;routineMonitoring;Lisa
Warnowia polyphemus;233144;phagotroph;NA;RWS;routineMonitoring;Lisa
Warnowiaceae;109415;phagotroph;NA;RWS;routineMonitoring;Lisa
Zygoceros rhombus;163288;phototroph;NA;RWS;routineMonitoring;Lisa
Zygoceros surirella;179790;phototroph;NA;RWS;routineMonitoring;Lisa
Aphanothece;146715;phototroph;NA;Helcom;routineMonitoring;Lisa
Chroococcales;146543;phototroph;NA;Helcom;routineMonitoring;Lisa
Microcystis aeruginosa;146558;phototroph;NA;Helcom;routineMonitoring;Lisa
Microcystis;146557;phototroph;NA;Helcom;routineMonitoring;Lisa
Limnothrix;177506;phototroph;NA;Helcom;routineMonitoring;Lisa
Merismopedia;146545;phototroph;NA;Helcom;routineMonitoring;Lisa
Pseudanabaena;177588;phototroph;NA;Helcom;routineMonitoring;Lisa
Snowella;146644;phototroph;NA;Helcom;routineMonitoring;Lisa
Planktothrix agardhii;146552;phototroph;NA;Helcom;routineMonitoring;Lisa
Spirulina;146541;phototroph;NA;Helcom;routineMonitoring;Lisa
Anabaena;146585;phototroph;NA;Helcom;routineMonitoring;Lisa
Aphanizomenon;160567;phototroph;NA;Helcom;routineMonitoring;Lisa
Dolichospermum flosaquae;623803;phototroph;NA;Helcom;routineMonitoring;Lisa
Cyanophyceae;146542;phototroph;NA;Helcom;routineMonitoring;Lisa
Cryptomonas;106282;phototroph;NA;Helcom;routineMonitoring;Lisa
Cryptomonadales;17640;phototroph;NA;Helcom;routineMonitoring;Lisa
Cryptophyceae;17639;phototroph;NA;Helcom;routineMonitoring;Lisa
Mesoporos perforatus;232516;phototroph;NA;Helcom;routineMonitoring;Lisa
Prorocentrum cordatum;232376;mixotroph;CM;Leles et al. 2019;review;Lisa
Prorocentrum lima;110301;mixotroph;CM;Leles et al. 2019;review;Lisa
Dinophysis;109462;mixotroph;NA;Helcom;routineMonitoring;Lisa
Amphidinium crassum;109726;phagotroph;NA;Helcom;routineMonitoring;Lisa
Amphidinium longum;109741;phagotroph;NA;Helcom;routineMonitoring;Lisa
Amphidinium sphenoides;109754;phagotroph;NA;Helcom;routineMonitoring;Lisa
Cochlodinium helicoides;109766;phototroph;NA;Helcom;routineMonitoring;Lisa
Gymnodinium gracile;109800;phagotroph;NA;Helcom;routineMonitoring;Lisa
Gymnodinium heterostriatum;232778;phagotroph;NA;Helcom;routineMonitoring;Lisa
Gymnodinium simplex;109831;phototroph;NA;Helcom;routineMonitoring;Lisa
Gymnodinium;109475;phototroph;NA;Helcom;routineMonitoring;Lisa
Gyrodinium lachryma;109859;phagotroph;NA;Helcom;routineMonitoring;Lisa
Karenia mikimotoi;233024;mixotroph;CM;Leles et al. 2019;review;Lisa
Katodinium glaucum;109885;phagotroph;NA;Helcom;routineMonitoring;Lisa
Nematopsides vigilans;547527;phagotroph;NA;Helcom;routineMonitoring;Lisa
Polykrikos schwartzii;109901;phagotroph;NA;Helcom;routineMonitoring;Lisa
Kofoidinium velleloides;109920;phagotroph;NA;Helcom;routineMonitoring;Lisa
Pronoctiluca pelagica;109903;phagotroph;NA;Helcom;routineMonitoring;Lisa
Spatulodinium pseudonoctiluca;109923;phagotroph;NA;Helcom;routineMonitoring;Lisa
Actiniscus pentasterias;109717;phagotroph;NA;Helcom;routineMonitoring;Lisa
Dicroerisma psilonereiella;232110;phagotroph;NA;Helcom;routineMonitoring;Lisa
Dissodinium pseudolunula;110325;phototroph;NA;Helcom;routineMonitoring;Lisa
Archaeperidinium minutum;624607;phagotroph;NA;Helcom;routineMonitoring;Lisa
Diplopsalis lenticula;110001;phagotroph;NA;Helcom;routineMonitoring;Lisa
Heterocapsa minima;233619;phototroph;NA;Helcom;routineMonitoring;Lisa
Kryptoperidinium foliaceum;110154;phototroph;NA;Helcom;routineMonitoring;Lisa
Oblea rotunda;110155;phagotroph;NA;Helcom;routineMonitoring;Lisa
Pentapharsodinium dalei;109925;phototroph;NA;Helcom;routineMonitoring;Lisa
Peridinium achromaticum;163858;phagotroph;NA;Helcom;routineMonitoring;Lisa
Peridinium;109549;phototroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium brevipes;110210;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium cerasus;162749;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium claudicans;163862;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium conicoides;110212;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium conicum;110213;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium curtipes;110215;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium curvipes;163934;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium denticulatum;110216;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium depressum;110217;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium leonis;110229;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium marie-lebouriae;614620;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium oblongum;110238;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium pallidum;110244;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium pellucidum;110245;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium pentagonum;110247;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium punctulatum;110248;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium pyriforme;110249;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium steinii;110257;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium subinerme;110259;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium thorianum;110260;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoperidinium;109553;phagotroph;NA;Helcom;routineMonitoring;Lisa
Alexandrium minutum;109711;mixotroph;CM;Leles et al. 2019;review;Lisa
Alexandrium ostenfeldii;109712;mixotroph;CM;Leles et al. 2019;review;Lisa
Amylax triacantha;110007;mixotroph;pSNCM;Leles et al. 2017;review;Lisa
Ceratium tripos;109982;phototroph;NA;Helcom;routineMonitoring;Lisa
Gonyaulax digitale;110015;phototroph;NA;Helcom;routineMonitoring;Lisa
Gonyaulax spinifera;110041;phototroph;NA;Helcom;routineMonitoring;Lisa
Gonyaulax verior;110045;phototroph;NA;Helcom;routineMonitoring;Lisa
Gonyaulax;109519;phototroph;NA;Helcom;routineMonitoring;Lisa
Peridiniella danica;233369;phagotroph;NA;Helcom;routineMonitoring;Lisa
Protoceratium reticulatum;110321;phototroph;NA;Helcom;routineMonitoring;Lisa
Pyrophacus horologium;232598;phototroph;NA;Helcom;routineMonitoring;Lisa
Azadinium spinosum;391509;phototroph;NA;Helcom;routineMonitoring;Lisa
Azadinium;391508;phototroph;NA;Helcom;routineMonitoring;Lisa
